parlimen,variable,value
P.117 Segambut,expenditure_avg_norm,100.0
P.118 Setiawangsa,expenditure_avg_norm,58.596973865199445
P.119 Titiwangsa,expenditure_avg_norm,62.21082906089784
P.120 Bukit Bintang,expenditure_avg_norm,69.4385394522946
P.121 Lembah Pantai,expenditure_avg_norm,54.24534200325121
P.122 Seputeh,expenditure_avg_norm,73.97774165311992
P.123 Cheras,expenditure_avg_norm,51.65687132674752
P.124 Bandar Tun Razak,expenditure_avg_norm,51.94447917969238
P.125 Putrajaya,expenditure_avg_norm,76.67875453294985
P.166 Labuan,expenditure_avg_norm,28.123046142303362
P.001 Padang Besar,gini,31.0
P.002 Kangar,gini,35.0
P.003 Arau,gini,31.0
P.004 Langkawi,gini,28.000000000000004
P.005 Jerlun,gini,28.999999999999996
P.006 Kubang Pasu,gini,37.0
P.007 Padang Terap,gini,31.0
P.008 Pokok Sena,gini,33.0
P.009 Alor Setar,gini,32.0
P.010 Kuala Kedah,gini,38.0
P.011 Pendang,gini,31.0
P.012 Jerai,gini,38.0
P.013 Sik,gini,32.0
P.014 Merbok,gini,40.0
P.015 Sungai Petani,gini,36.0
P.016 Baling,gini,34.0
P.017 Padang Serai,gini,32.0
P.018 Kulim-Bandar Baharu,gini,35.0
P.019 Tumpat,gini,37.4
P.020 Pengkalan Chepa,gini,34.699999999999996
P.021 Kota Bharu,gini,34.599999999999994
P.022 Pasir Mas,gini,40.1
P.023 Rantau Panjang,gini,32.4
P.024 Kubang Kerian,gini,42.9
P.025 Bachok,gini,36.1
P.026 Ketereh,gini,39.6
P.027 Tanah Merah,gini,33.900000000000006
P.028 Pasir Puteh,gini,38.6
P.029 Machang,gini,35.199999999999996
P.030 Jeli,gini,34.2
P.031 Kuala Krai,gini,38.2
P.032 Gua Musang,gini,36.0
P.033 Besut,gini,33.900000000000006
P.034 Setiu,gini,33.900000000000006
P.035 Kuala Nerus,gini,29.799999999999997
P.036 Kuala Terengganu,gini,28.299999999999997
P.037 Marang,gini,31.8
P.038 Hulu Terengganu,gini,33.7
P.039 Dungun,gini,34.2
P.040 Kemaman,gini,34.599999999999994
P.041 Kepala Batas,gini,34.0
P.042 Tasek Gelugor,gini,34.0
P.043 Bagan,gini,38.0
P.044 Permatang Pauh,gini,37.0
P.045 Bukit Mertajam,gini,37.0
P.046 Batu Kawan,gini,35.0
P.047 Nibong Tebal,gini,32.0
P.048 Bukit Bendera,gini,41.0
P.049 Tanjong,gini,35.0
P.050 Jelutong,gini,28.000000000000004
P.051 Bukit Gelugor,gini,35.0
P.052 Bayan Baru,gini,36.0
P.053 Balik Pulau,gini,33.0
P.054 Gerik,gini,34.9
P.055 Lenggong,gini,34.0
P.056 Larut,gini,33.0
P.057 Parit Buntar,gini,30.8
P.058 Bagan Serai,gini,30.5
P.059 Bukit Gantang,gini,31.0
P.060 Taiping,gini,32.0
P.061 Padang Rengas,gini,46.0
P.062 Sungai Siput,gini,33.7
P.063 Tambun,gini,34.5
P.064 Ipoh Timor,gini,41.5
P.065 Ipoh Barat,gini,53.900000000000006
P.066 Batu Gajah,gini,31.8
P.067 Kuala Kangsar,gini,34.2
P.068 Beruas,gini,41.099999999999994
P.069 Parit,gini,36.4
P.070 Kampar,gini,36.199999999999996
P.071 Gopeng,gini,36.3
P.072 Tapah,gini,38.9
P.073 Pasir Salak,gini,30.7
P.074 Lumut,gini,34.300000000000004
P.075 Bagan Datuk,gini,37.1
P.076 Teluk Intan,gini,37.8
P.077 Tanjong Malim,gini,39.900000000000006
P.078 Cameron Highlands,gini,27.6
P.079 Lipis,gini,29.599999999999998
P.080 Raub,gini,30.7
P.081 Jerantut,gini,29.299999999999997
P.082 Indera Mahkota,gini,33.900000000000006
P.083 Kuantan,gini,32.2
P.084 Paya Besar,gini,30.7
P.085 Pekan,gini,31.5
P.086 Maran,gini,30.3
P.087 Kuala Krau,gini,30.099999999999998
P.088 Temerloh,gini,32.300000000000004
P.089 Bentong,gini,28.4
P.090 Bera,gini,28.9
P.091 Rompin,gini,29.5
P.092 Sabak Bernam,gini,33.0
P.093 Sungai Besar,gini,39.7
P.094 Hulu Selangor,gini,33.900000000000006
P.095 Tanjong Karang,gini,39.2
P.096 Kuala Selangor,gini,36.6
P.097 Selayang,gini,35.4
P.098 Gombak,gini,39.5
P.099 Ampang,gini,45.4
P.100 Pandan,gini,28.4
P.101 Hulu Langat,gini,31.2
P.102 Bangi,gini,33.900000000000006
P.103 Puchong,gini,40.300000000000004
P.104 Subang,gini,37.4
P.105 Petaling Jaya,gini,44.1
P.106 Damansara,gini,39.900000000000006
P.107 Sungai Buloh,gini,46.0
P.108 Shah Alam,gini,39.5
P.109 Kapar,gini,35.3
P.110 Klang,gini,37.5
P.111 Kota Raja,gini,38.3
P.112 Kuala Langat,gini,33.900000000000006
P.113 Sepang,gini,40.0
P.126 Jelebu,gini,36.3
P.127 Jempol,gini,35.0
P.128 Seremban,gini,39.300000000000004
P.129 Kuala Pilah,gini,36.6
P.130 Rasah,gini,39.800000000000004
P.131 Rembau,gini,35.099999999999994
P.132 Port Dickson,gini,37.8
P.133 Tampin,gini,38.6
P.134 Masjid Tanah,gini,37.5
P.135 Alor Gajah,gini,34.1
P.136 Tangga Batu,gini,37.4
P.137 Hang Tuah Jaya,gini,40.8
P.138 Kota Melaka,gini,38.1
P.139 Jasin,gini,38.6
P.140 Segamat,gini,31.900000000000002
P.141 Sekijang,gini,33.4
P.142 Labis,gini,27.400000000000002
P.143 Pagoh,gini,31.0
P.144 Ledang,gini,32.300000000000004
P.145 Bakri,gini,36.1
P.146 Muar,gini,33.800000000000004
P.147 Parit Sulong,gini,28.999999999999996
P.148 Ayer Hitam,gini,24.4
P.149 Sri Gading,gini,31.6
P.150 Batu Pahat,gini,28.599999999999998
P.151 Simpang Renggam,gini,35.4
P.152 Kluang,gini,32.7
P.153 Sembrong,gini,30.599999999999998
P.154 Mersing,gini,37.7
P.155 Tenggara,gini,35.9
P.156 Kota Tinggi,gini,35.5
P.157 Pengerang,gini,35.699999999999996
P.158 Tebrau,gini,35.6
P.159 Pasir Gudang,gini,38.2
P.160 Johor Bahru,gini,45.4
P.161 Pulai,gini,33.4
P.162 Iskandar Puteri,gini,39.2
P.163 Kulai,gini,33.1
P.164 Pontian,gini,33.5
P.165 Tanjung Piai,gini,36.9
P.167 Kudat,gini,43.9
P.168 Kota Marudu,gini,43.1
P.169 Kota Belud,gini,41.199999999999996
P.170 Tuaran,gini,38.3
P.171 Sepanggar,gini,38.6
P.172 Kota Kinabalu,gini,35.199999999999996
P.173 Putatan,gini,37.9
P.174 Penampang,gini,32.4
P.175 Papar,gini,35.199999999999996
P.176 Kimanis,gini,39.1
P.177 Beaufort,gini,36.8
P.178 Sipitang,gini,34.1
P.179 Ranau,gini,39.300000000000004
P.180 Keningau,gini,38.0
P.181 Tenom,gini,34.699999999999996
P.182 Pensiangan,gini,30.2
P.183 Beluran,gini,40.699999999999996
P.184 Libaran,gini,36.3
P.185 Batu Sapi,gini,38.7
P.186 Sandakan,gini,41.6
P.187 Kinabatangan,gini,40.8
P.188 Lahad Datu,gini,37.3
P.189 Semporna,gini,47.4
P.190 Tawau,gini,38.800000000000004
P.191 Kalabakan,gini,38.5
P.192 Mas Gading,gini,34.2
P.193 Santubong,gini,34.5
P.194 Petra Jaya,gini,36.3
P.195 Bandar Kuching,gini,41.8
P.196 Stampin,gini,36.4
P.197 Kota Samarahan,gini,34.300000000000004
P.198 Puncak Borneo,gini,34.8
P.199 Serian,gini,38.7
P.200 Batang Sadong,gini,37.7
P.201 Batang Lupar,gini,32.5
P.202 Sri Aman,gini,36.7
P.203 Lubok Antu,gini,36.1
P.204 Betong,gini,37.2
P.205 Saratok,gini,34.5
P.206 Tanjong Manis,gini,33.7
P.207 Igan,gini,37.0
P.208 Sarikei,gini,38.1
P.209 Julau,gini,34.300000000000004
P.210 Kanowit,gini,38.7
P.211 Lanang,gini,35.4
P.212 Sibu,gini,37.0
P.213 Mukah,gini,37.9
P.214 Selangau,gini,34.9
P.215 Kapit,gini,35.6
P.216 Hulu Rajang,gini,31.6
P.217 Bintulu,gini,34.0
P.218 Sibuti,gini,33.5
P.219 Miri,gini,35.5
P.220 Baram,gini,36.6
P.221 Limbang,gini,38.2
P.222 Lawas,gini,38.2
P.114 Kepong,gini,30.3
P.115 Batu,gini,30.5
P.116 Wangsa Maju,gini,28.9
P.117 Segambut,gini,39.6
P.118 Setiawangsa,gini,33.0
P.119 Titiwangsa,gini,33.5
P.120 Bukit Bintang,gini,36.3
P.121 Lembah Pantai,gini,37.6
P.122 Seputeh,gini,32.9
P.123 Cheras,gini,31.900000000000002
P.124 Bandar Tun Razak,gini,30.5
P.125 Putrajaya,gini,36.1
P.166 Labuan,gini,33.300000000000004
